Judul,Label
"Ada Ancaman Iran Tutup Selat Hormuz, Berisiko buat Ketahanan Energi RI?",1
Video Keluh Kesah Pedagang Pasar Gembrong Baru: Pendapatan Sering Nol,1
"Iran dan Israel Perang Rudal, Rute Terbang Timur Tengah Kacau Balau",1
"Gelar International Expo 2025, BSI Targetkan Transaksi UMKM Tembus Rp 290 M",0
"Bandara Oesman Sadik Halsel Terdampak Banjir, Sebagian Runway Ditutup",0
Bisakah Orang Asing Miliki Pulau di RI? Ini Kata KKP,1
Satgas Pangan Ungkap Biang Kerok Harga Ayam Anjlok,1
Dua Kapal Tanker Putar Balik di Selat Hormuz Usai AS Serang Iran,1
"Budi Arie Lapor ke Prabowo, 80 Ribu Kopdes Merah Putih Sudah Terbentuk",0
"AS Ikut Serang Iran, Bitcoin Rontok",1
Ngeri! Harga Minyak Mentah Bisa Tembus US$ 120 Per Barel,1
"Video Pasar Gembrong Nasibmu Kini: Dulu Jadi Idaman, Kini Sepi Bak Kuburan",1
Harga Beras di 150 Daerah Naik!,0
"Bila Selat Hormuz Ditutup Iran, Harga Minyak Bisa Tembus US$ 100/Barel",1
"Belum Setor Laporan Keuangan, Emiten Sepatu Bata-Kimia Farma Didenda Rp 50 Juta",0
Petani Waswas Pabrik Besar Hentikan Pembelian Tembakau,1
"Israel-Iran Perang, Pemerintah Diminta Lakukan Ini buat Lindungi Ekonomi RI",1
4 Pulau di Anambas yang Dijual Online Tidak Berpenghuni,0
Keputusan Trump Bom Iran Bikin Harga Minyak Dunia Meledak!,1
"Selat Hormuz, Jalur Penting Distribusi Minyak Dunia yang Terancam Ditutup Iran",1
IHSG Diramal Tambah Jeblok Imbas Perang Iran Vs Israel,1
"Pembangunan IKN Masuk Tahap II, Lelang Proyek Dimulai Akhir Juni 2025",0
"Perusahaan Kripto Mau IPO, Incar Dana Rp 231,6 M",0
Saham Asia Berguguran Usai AS Ikut Serang Iran,1
KKP Surati Komdigi Minta Hapus Iklan Penjualan Pulau di RI,0
"Iran Mau Tutup Selat Hormuz, Pertamina Siapkan Rute Alternatif Kapal",0
Video: Harga Minyak Dunia Diprediksi Meroket Usai AS Serang Iran,1
Uang Beredar RI Per Mei 2025 Tembus Rp 9.406 Triliun,0
Waspada! Marak Penipuan Lowongan Kerja Kopdes Merah Putih,1
"AS Serang Iran, Bos IMF Wanti-wanti Dampak Mengerikan ke Ekonomi Dunia",1
"Perang dengan Iran, Israel Rogoh Kocek Rp 3,2 T Per Hari",1
"Usai Rebranding, Bank Jakarta Siap IPO",0
Kementerian PU Tangani Tanggul Jebol di Sungai Renggong Grobogan,0
Maskapai Ramai-ramai Batalkan Penerbangan Usai AS Serang Iran,1
Penyaluran Beras Murah Masih Nunggu Anggaran Cair,0
Dolar AS Perkasa Usai Trump Serang Situs Nuklir Iran,1
Harga Emas Hari Ini Stagnan,0
"AS Ikut Serang Iran, IHSG Anjlok",1
"Benar Saja, Harga Minyak Langsung Terbang Tinggi Usai AS Serang Iran",1
"Harga Bitcoin Terjun Bebas, Investor Takut Konflik Iran Vs Israel Meluas",1
"AS Serang Iran, Siap-siap Harga Minyak Meroket",1
"Iran Ancam Tutup Jalur Minyak Dunia, AS Minta China Turun Tangan",1
"Pemerintah Buka Peluang Rusia Garap Migas, Ketua Komisi XII DPR Beri Apresiasi",0
"BUMD Pemprov Jakarta Buka Sewa Lapangan Olahraga, Diskon 20%",0
Harga Emas Bakal Melonjak!,1
Serangan AS ke Iran Bikin Investor Waswas,1
"90% Kawasan Industri Belum Dimanfaatkan, Peluang Investasi RI Terbuka Lebar",0
"Jakarta Mau Jadi Kota Global, JIEP Mau Ciptakan Nilai Tambah Kawasan Industri",0
Pendiri FedEx Frederick Smith Tutup Usia di Umur 80 Tahun,0
Jamkrida Turut Ramaikan HUT Jakarta Taman Lapangan Banteng,0
Wall Street Dibayangi Aksi Jual Usai Serangan AS ke Iran,1
"HUT Jakarta ke-498, Paljaya Beri Diskon Penyedotan Limbah B3",0
84 Kepala Daerah Berangkat Retret ke IPDN Naik Whoosh,1
Investor Waswas Usai AS Serang Iran,1
Harga Emas Diprediksi Bakal Tembus Lagi di Angka Rp 2 Juta/Gram,1
"Bank DKI Ganti Nama Jadi Bank Jakarta, Ini Filosofinya",1
"Diserang AS, Akankah Iran Tutup Selat Hormuz?",1
Begini Kondisi Jemaah Haji & Kru Saudi Airlines yang Terima Ancaman Bom,1
Video: Transmart Full Day Sale Hadir Lagi! Banjir Diskon 50% + 20%,1
Siap-siap! Harga Emas Bakal Meroket Usai AS Serang Iran,1
"Perusahaan Logistik Milik Pendiri Alfamart Mau IPO, Incar Dana Segar Rp 152 M",0
Tok! Bank DKI Ganti Nama Jadi Bank Jakarta,1
Alfamart & Unpad Kolaborasi Kembangkan Potensi Store Owner Alfamind,0
Gara-gara AI Pria Ini Punya Harta Rp 59 Triliun,1
"Meriahkan HUT Jakarta, Transjakarta Buka Pendaftaran Kartu Layanan Gratis",0
"IHSG Jeblok 3,61% Sepekan Terakhir",1
Sinergi Pemerintah dan Industri Jadi Kunci Kemandirian Gas Bumi,0
"Murah Meriah, Alat Masak Diskon Up To 50%+20%, di Transmart Full Day Sale",1
Galon Bekas Disulap Jadi Rusun Kepiting Ramah Lahan,1
"Toko Kelontong Juga Wajib Ikuti Perkembangan Zaman, Bagaimana Caranya?",1
"Pendiri Telegram Wariskan Harta ke 100 Anak, Termasuk dari Hasil Donor Sperma",1
Aneka Spring Bed Banting Harga di Transmart Full Day Sale,1
"AS Ikut Israel Serang Iran, RI Harus Bersiap Hadapi Dampak Ini",1
Pertagas Ungkap Pentingnya Pemerataan Distribusi Energi buat Industri,0
"Geser Jeff Bezos & Mark Zuckerberg, Ini Dia Orang Terkaya Kedua di Dunia!",1
"Buruan ke Transmart Full Day Sale, Rak Besi Dapat Diskon Rp 1 Jutaan",1
"Bukan Cuma El Salvador, Korporasi Dunia Kini Koleksi Bitcoin",1
"Anak Usaha PLN Catat Laba Bersih Rp 13,1 Triliun di 2024",0
Serbu! Tiket Kereta Diskon 30% Masih Tersedia 2 Juta Kursi,1
Begini Cara Swasta Genjot Produktivitas Petani,1
"Pendapatan Emiten Produsen Emas Naik 15,2%",0
Ada Peluang di Sektor Energi Usai Kunjungan Presiden ke Rusia,0
Diskon Tiket Kapal Laut 50% Bisa Tambah Penumpang hingga 138%,1
Sepeda Listrik di Transmart Full Day Sale Jauh Murah Banget!,1
Industri Kretek Disebut Dikepung Banyak Regulasi,0
Sepeda Anak Dibanderol Mulai Rp 1 Jutaan di Transmart Full Day Sale,1
"AS Ikut Serang Iran, Harga Minyak Diramal Tembus US$ 130/Barel",1
"Harga Emas Naik Tipis, Apakah Masih Seksi buat Jadi Investasi?",1
Ayam Broiler Dijual Mulai Rp 26 Ribuan Per Ekor di Transmart Full Day Sale,1
Pemerintah Diminta Kasih Insentif Pajak buat Pengembangan SDM,0
"Industri Gandeng Kampus, Cetak SDM Digital untuk Daya Saing Ekonomi",0
"25,9 Ton Mangga Impor Ilegal dari Malaysia Dimusnahkan!",1
Aneka Bakso Seafood Dapat Diskon Besar-besaran di Transmart Full Day Sale,1
"Biar Nggak Boncos dan Kecewa, Kenali Red Flag Sebelum Berinvestasi!",1
"Pembangunan Rumah Subsidi di Batang Capai Rp 12,59 T",0
"Nekat Masuk Jalur Kereta, Siap-siap Didenda Rp 15 Juta!",1
RI Bangun Tol Tersambung Giant Sea Wall,0
"Jangan Lupa! Hari Ini Transmart Full Day Sale, Diskon Melimpah 50% + 20%",1
Detik-detik Pesawat Saudia Alihkan Penerbangan ke Bandara Kualanamu,1
"Prabowo Pamer di Depan Putin: Stok Beras Naik, Danantara & Ekonomi Bisa Tumbuh 7%",1
Tiket Damri Rute AKAP Diskon Rp 50.000! Cek di Sini Cara Dapatnya,1
"Siapkan Lahan buat Proyek Negara, Bank Tanah Gandeng KPK",0
"Cari Koper? Besok ke Transmart Full Day Sale, Harga Mulai Rp 550.000",1
7 Instansi Buka Sekolah Kedinasan! Cek di Sini Jadwalnya,1
Kemenko Perekonomian Apresiasi PTFI Operasikan Kembali Smelter Gresik,0
Aneka Bakso Seafood Rp 6 Ribuan/100 Gram di Transmart Full Day Sale,1
Harga Anggur Murah Meriah Cuma di Transmart Full Day Sale Besok,1
RI-Rusia Bahas Peningkatan Kerja Sama Strategis di Berbagai Bidang,0
"Trump Sebut AS Kebanyakan Hari Libur, Ganggu Ekonomi!",1
"Besok Beli Daging Ayam di Transmart Full Day Sale, Rp 29.520!",1
"Serbu! AC 1 PK di Transmart Full Day Sale Diskon Rp 1,2 Juta",1
"Beli TV di Transmart Full Day Sale, Diskonnya Nyaris Rp 3 Juta!",1
Besok Serbu Transmart Full Day Sale! Pesta Diskon Meriah 50% + 20%,1
HIPAKAD Dukung Program Swasembada Pangan Prabowo,0
Progres Terkini Proyek Tol Semarang-Demak Seksi 1,0
"Ada Larangan Direksi BUMN Main Golf Hari Kerja, Rosan Ingatkan Pesan Prabowo",1
Kemenhub Ungkap Kronologi Ancaman Bom di Penerbangan Haji ke Surabaya,1
"Perang Israel Vs Iran Bikin Pasar Saham Goyang, Apalagi AS Mau Ikutan",1
"Dapat Dukungan BRI, UMKM Rempah Labuna Mampu Bersaing di Pasar Global",0
Rosan Ungkap Rusia Mau Kerja Sama Bikin Kapal Ramah Lingkungan,0
"Dipercaya Jadi Penyalur BSU, BRI Pastikan Kemudahan Akses bagi Penerima",0
Mengintip Bendungan Rp 475 Miliar di Kalimantan,1
"Persaingan Cari Kerja Makin Besar, Muncul 'Manusia Tikus' di China",1
"Negara Ini Terlilit Utang Rp 218 T, Presidennya Bingung Mau Bayar Pakai Apa",1
SKK Migas Catat Tren Produksi & Lifting Minyak Konsisten Alami Kenaikan,0
"Dilarang Keras Masuk Jalur Kereta! Nekat, Denda Rp 15 Juta",1
"Rusia Tawarkan Kerja Sama Nuklir, Airlangga Ungkap Rencana Bikin PLTN 500 MW",0
Mesin-mesin Perang AS Mulai Membidik Iran,1
Airlangga Sebut Perjanjian Dagang RI-Eurasia Bakal Diteken Resmi Desember,0
Modal Asing Rp 2 Triliun Cabut dari RI!,1
"KUA Diluncurkan! Bunga 3%, Jangan Waktu Pinjaman 5 Tahun",1
"Prabowo Pamer Modal Danantara Rp 293 T, Ajak Pengusaha Rusia Investasi",1
Harga Emas Naik!,1
Prabowo Pede Ekonomi RI Bakal Tembus 7% Tahun Ini,1
Cek Lagi! Daftar Uang Logam yang Sudah Tidak Berlaku (2),1
"Prabowo: Pertumbuhan Kita 5% Terus, tapi Belum Berhasil Menetes ke Bawah",0
"Di Depan Putin, Prabowo Pamer RI Punya Stok Beras 4,4 Juta Ton",1
"MRT-Bank DKI Bakal Ramaikan HUT DKI Jakarta ke-498, Semeriah Ini Acaranya",1
Cek! Daftar Uang Logam yang Sudah Tidak Berlaku (1),1
"Cari Kerja Makin Susah, Buruh Lepas Jadi Jalan Tengah",0
BSI International Expo Fasilitasi Ratusan UMKM Mamin dalam Ekosistem Halal,0
Wamendag Tegaskan Perdagangan Harus Berpihak pada Rakyat-Lingkungan,0
Melihat dari Dekat Tempat Warga Israel Berlindung dari Rudal Iran,1
Biang Kerok Negosiasi Perjanjian Dagang RI-Eropa Makan Waktu 9 Tahun,1
RI Buka Pintu buat Pengusaha Rusia Garap Proyek Migas,0
"BDKT Sudah Sesuai Ketentuan, Mendag Puji SPBE Rewulu & Gapoktan Sidomulyo",0
Rencana Besar Garap Pembangkit Listrik Tenaga Nuklir 2027,1
Fakta Mengejutkan: Utang Pinjol Orang Tua Naik Hampir 300%,1
"Ditekan Trump, Raksasa Chip Siapkan Rp 900 T Garap Proyek di AS",1
"Imbas Gejolak Timur Tengah, Bitcoin Diklaim Jadi Incaran Ketimbang Emas",0
Pegadaian Area Kalsel & Kalteng Catat Pertumbuhan Tertinggi Nasional,0
Daftar Konglomerat Dunia yang Hadiri Pernikahan Jeff Bezos,1
Kasur Elite Diskon sampai Rp15 Juta di Transmart Full Day Sale,0
Tangga Lipat Multifungsi Cuma Rp1 Jutaan di Transmart Full Day Sale,0
"Viral Pesawat Batik Air Miring saat Mendarat, Hampir Sentuh Landasan",0
Beda Investasi Emas dan Perak,0
"Transmart Full Day Sale Diskon Lagi, Sepeda Cuma Rp1 Jutaan",0
Seberapa Vital Selat Hormuz bagi Peredaran Minyak Dunia?,0
"Mainan Anak Diskon di Transmart Full Day Sale, Harga Mulai Rp10 Ribuan",0
"Stewart Resnick, Petani Terkaya AS yang Berharta Rp101,93 T",1
Aneka Peralatan Masak Diskon 50% + 20% di Transmart Full Day Sale,0
"Transmart Full Day Sale 29 Juni, Cek Daftar Produk Diskon di Sini",1
"Transmart Full Day Sale Hari Ini Tebar Diskon 50% + 20%, Ayo Belanja",0
"AirAsia Resmi Buka Rute Direct Phuket-Medan, 4 Kali Seminggu",0
"Jangan Terlewat Transmart Full Day Sale Besok, Ada Diskon 50% + 20%",1
"Transmart Full Day Sale Diskon Gede-gedean, Sepeda Listrik Rp3,6 Juta",0
Aneka Peralatan Rumah Tangga Diskon Gede-gedean di Transmart Full Day,0
Aneka Barang Elektronik Turun Harga di Transmart Full Day Sale Besok,0
"Serbu, Pesta Diskon Transmart Full Day Sale Datang Lagi 29 Juni",1
"Mati Lampu Serentak di Sukabumi hingga Depok-Bogor, PLN Minta Maaf",0
PLN Investigasi Penyebab Mati Lampu Serentak di Bogor-Depok,0
PLN Investigasi Penyebab Mati Lampu Serentak di Bogor-Depok,0
Garuda Buka Kembali Rute Jakarta-Doha Usai Konflik Israel-Iran,0
Harga Emas Rontok 3 Hari Berturut,1
Tips Kelola Uang Kaget Agar Tak Ngenes Bak Warga Desa Miliarder Tuban,1
"Cara Cek BSU Pakai NIK, Bantuan Rp600 Ribu yang Cair Juni-Juli",0
Fakta-fakta Wacana Pemerintah Pungut Pajak Pedagang di Shopee Cs,0
FOTO: Mendongkrak dan Memperluas Daya Jangkau Ekosistem Halal,1
Harga Emas Antam Turun Rp17 Ribu Hari Ini,0
Harga Minyak Dunia Diklaim Turun Usai Iran-Israel Gencatan Senjata,0
ESDM: Impor Minyak dan LNG dari Rusia Masih Dikaji,0
Anak Buah Bahlil Bersuara soal Ekspor Batu Bara RI Merosot 19 Persen,0
Cak Imin: Pembangunan Bandara Bali Utara Direstui Prabowo,0
Kenapa Sudah Lolos Verifikasi BSU tapi Belum Cair?,1
Larry Ellison Orang Terkaya Ke-2 di Dunia Usai Saham Oracle Meroket,1
Asosiasi Pengusaha Dukung Pemerintah Pajaki Pedagang Online,0
Mendag Incar Pasar Produk Halal Australia Senilai Rp131 T,0
Produksi Minyak Blok Cepu Melonjak Jadi 180 Ribu Barel per Hari,0
"Menteri PKP Tolak Bantuan Asing Bangun 3 Juta Rumah Prabowo, Kenapa?",1
Prabowo Ungkap Alasan Batal Hadiri Peresmian EBT di Bondowoso,1
Airlangga Ungkap Potensi Beri Bansos Khusus Hadapi Perang Israel-Iran,0
Pelindo Kebut Pengerukan Jalur Laut ke Pulau Enggano yang Terisolasi,0
Krakatau Steel Rombak Susunan Komisaris dan Direksi,0
"Anggaran MBG Batal Ditambah Rp100 T Tahun Ini, APBN Seret?",1
Anggaran MBG Baru Terserap Rp5 T per Juni,0
Mendag Klaim Ekspor RI Aman Meski Iran Perang Lawan Israel,0
Prabowo Perintahkan Bahlil Bangun PLTS di 5.600 Desa Tanpa Listrik,0
"RI Pajaki Pedagang Online di Shope Cs, Bagaimana Aturan Negara Lain?",1
"Libur Tahun Baru Islam, BRI Siapkan Weekend dan Digital Banking",0
Kemenkeu Sebut Pajak Pedagang Online Bukan Hal Baru: Demi Keadilan,0
Makan Bergizi Gratis Tetap Jalan Meski Libur Sekolah,0
Kementan Temukan Ratusan Merek Beras di 10 Provinsi Bermasalah,1
"Diskon Kereta 30 Persen Selama Libur Sekolah, Penumpang Melonjak",0
Mentan Ungkap Kecurangan Beras Rugikan Konsumen Rp99 T per Tahun,1
Wamenaker Dorong Harmoni Industrial Perkuat Layanan TKBM Pelabuhan,0
IHSG Tersenyum ke 6.897 Sambut Malam 1 Suro,1
"HLH Sedunia 2025, Le Minerale Komitmen Kurangi Sampah Hingga 30 Persen",0
Mendag soal Pajak Pedagang Online: Prosesnya Sudah dari Lama,0
Mendag Ungkap Progres Nego Tarif Trump Jelang Tenggat 8 Juli,1
Rupiah Perkasa di Rp16.209 Sore Ini,0
Prabowo Pede RI Mampu Hadapi Krisis Global Lewat Energi dan Pangan,1
"Qatar Mulai Proyek Rumah Rp40,5 T di RI, 50 Ribu Unit Fase Pertama",0
"Laut RI Makin Padat, Trenggono Larang Kapal Melintas Ruang Konservasi",0
Prabowo Resmikan Tambahan 30 Ribu Barel Lifting Minyak di Blok Cepu,0
Bank Mandiri Dukung Kemenko Pangan Perkuat Kopdes Merah Putih,0
Hashim Tertawa Dengar Rumah Subsidi 18 Meter Persegi: Masih Dikaji,1
"8-9 Juli, World AI Show 2025 Bakal Digelar di Jakarta",0
Bos DJP Keluarkan Jurus Baru Bersihkan Pajak dari Suap dan Gratifikasi,1
"Harga Seledri Naik Imbas Demo Truk ODOL, Tembus Rp70 Ribu per Kg",1
Group Djarum Borong Saham RS Hermina Rp1 Triliun,0
"Sambut Long Weekend, Diskon Tarif Tol 20 Persen Berlaku Mulai Besok",0
Harga Minyak Dunia Naik Gara-gara Stok di AS Menipis,0
Bos Badan Gizi Beber Jurus Cegah Penyelewengan Dana MBG,1
Rupiah Unjuk Gigi ke Rp16.282 per Dolar AS Pagi Ini,1
"Bahlil Bentuk Ditjen Gakkum Pertama ESDM, Diisi Unsur TNI - KPK",0
"Pimpin HKTI, Wamentan Yakin Bisa Percepat Swasembada Pangan RI",0
Siasat Kemenkeu Kejar Selisih Pajak Rp1.300 T,1
Perlukah Sri Mulyani Pungut Pajak dari Pedagang Shopee Dkk?,1
"Mulai Kapan Pedagang Shopee, Tokopedia Cs Ditarik Pajak?",1
IHSG Diproyeksi Kembali Tergelincir,0
Menkop Budi Sebut Kopdes Merah Putih Bakal Jadi Pusat Ekonomi Lokal,0
Menkop Budi Sebut Kopdes Merah Putih Bakal Jadi Pusat Ekonomi Lokal,0
Trenggono Ungkap Peran Agrinas di Proyek Danantara Rp26 T di Pantura,1
Demul - Trenggono Blak-blakan Dampak Proyek Giant Sea Wall di Pantura,1
"Cegah Jual Beli, KKP Bakal Awasi Pulau-pulau Kecil Pakai Satelit",0
Batam Jadi Kota Percontohan Dekarbonisasi di Sektor Bangunan Gedung,0
Kopdes Merah Putih Bisa Ajukan Pinjaman ke Bank BUMN Mulai 1 Juli,0
Demul Targetkan Jabar Bebas Bangunan dan Sertifikat Liar dalam 2 Tahun,0
Trenggono Ungkap 2 Cara Benahi Masalah Pulau Enggano yang Terisolasi,1
Proyek Kilang yang Bikin Warga Tuban Jadi Miliarder Masih Terganjal,1
Bahlil Angkat Mantan Jaksa dan Polisi Jadi Anak Buah di ESDM,0
Danantara Tertarik Masuk ke Bisnis Film dan K-Pop,0
"Pemerintah Resmi Hapus Kuota, Impor Sapi Hidup Kini Bebas",0
Asosiasi E-commerce Minta Pemerintah Hati-hati Pajaki Pedagang Online,0
DJP Ungkap Alasan Mau Pungut Pajak Pedagang Tokopedia-Shopee Cs,1
"Tol Sigli-Banda Aceh Sepanjang 74,2 Km Ditargetkan Rampung Tahun Ini",0
Menteri KKP: Maldives Tak Lebih Baik dari RI Tapi Orang Kaya ke Sana,1
Prabowo Resmikan KEK Sanur dan Bali International Hospital,0
Sinergi KB Bank-Indonesia Eximbank Perkuat Pembiayaan Ekspor Nasional,0
IHSG Terkapar ke 6.832 Imbas 401 Saham Kebakaran,1
PHE ONWJ Lepas Anjungan Baru Ramah Lingkungan ke Pesisir Laut Jawa,0
Zulhas Optimistis Kopdes Merah Putih Jadi Kekuatan Ekonomi Baru,0
Rupiah Menguat ke Rp16.264 Sore Ini,0
Danantara Gelontorkan Rp26 T Buat Revitalisasi Tambak Pantura Jabar,0
"Saham Garuda Melesat 10 Persen Usai Disuntik Danantara Rp6,65 T",1
Negara Paling Terdampak Jika Selat Hormuz Sampai Ditutup Iran,1
"Kandung Merkuri, Menteri KKP Sebut Ikan Waduk Cirata Tak Aman Dimakan",1
"Lewat Iklan Terbaru, Shopee Hadirkan Belanja Lebih Hemat dan Cepat",0
"Viral Petugas KAI Larang Balita Naik Kereta, BPKASS Janji Beri Sanksi",1
BRI Dukung Akses Hunian Terjangkau Lewat Konsistensi Salurkan FLPP,0
Sri Mulyani Temui Menkeu Saudi-Qatar Bahas Dampak Perang Iran-Israel,0
"Prabowo Kunker ke Bali, Resmikan Proyek Strategis Nasional",0
"Kriteria Pedagang di Shopee, Lazada Cs yang Akan Dipajaki 0,5 Persen",0
Penjelasan Menaker soal Kenapa BSU Ada yang Belum Cair ke Pekerja,1
"Sri Mulyani Akan Pajaki Pedagang di Shopee, Tokopedia Cs",0
Rupiah Menguat ke Rp16.256 Usai Mendengar Iran-Israel Gencatan Senjata,0
"Harga Minyak Menguat 1 Persen Hari Ini, Masih Karena Israel-Iran",0
"BSU Cair, Siapa Saja Pekerja yang Berhak Dapat Bantuan Rp600 Ribu?",1
"Kenapa Daya Saing RI Merosot dari 27 ke 40, Salah Siapa?",1
Apa yang Terjadi pada Indonesia Jika Selat Hormuz Ditutup Iran?,1
IHSG Diprediksi Loyo Hari Ini,0
Qatar Airways Rute Bali-Doha Batal Terbang Malam Ini Imbas Iran-Israel,0
"Alfamart di IIHF 2025, Dukung Visi Halal Global dari BPJPH",0
Bahlil Akui Cuan Hilirisasi Baru Dinikmati Investor - Pemerintah Pusat,1
Rosan Klaim Perang Iran Vs Israel Belum Berdampak ke Investasi RI,0
KKP: Pulau Kecil Tak Boleh Ditambang!,1
Garuda Batalkan Penerbangan Doha-Jakarta Imbas Perang Iran-Israel,0
"Minim Lapangan Kerja, Konsumsi Kelas Menengah RI Turun",0
Seberapa Banyak Impor Minyak RI yang Dikirim Lewat Selat Hormuz?,1
Bahlil Minta Rakyat Doa Agar BBM Tak Naik Imbas Perang Iran-Israel,1
Sinergi Pemerintah & Swasta Dorong Kualitas SDM Lewat Ketahanan Pangan,0
"Tak Lewat Perantara, Sri Mulyani Transfer Tunjangan Rp16,71 T ke Guru",1
"LSP MUI Dukung IIHF 2025, Perkuat Sertifikasi Halal Nasional",0
"Dukung IIHF 2025, IHATEC Hadirkan Edukasi dan Layanan Konsultasi Halal",0
"Komitmen Dukung Industri Halal, Hakiki Donarta Meriahkan IIHF 2025",0
"Danantara Suntik Modal Rp6,65 T ke Garuda Indonesia",0
Prabowo Terima Laporan 80 Ribu Kopdes Merah Putih Siap Diluncurkan,0
Alfamart Ambil Peran Aktif Dukung Ekosistem Halal di IIHF 2025,0
"IHSG Ngegas 1,21 Persen ke 6.869 Sore Ini",1
Rupiah Kokoh ke Rp16.353 Disokong Harapan Gencatan Senjata Iran-Israel,0
Zulhas Gerak Cepat Tinjau Operasional Kopdes Merah Putih di Bandung,1
"Lewat 'BERDAYA', Transjakarta Beri Kesempatan Magang Jadi Pramusapa",0
"Menaker: Pemerintah Salurkan BSU Tahap I kepada 2,45 Juta Pekerja",0
Aturan KUR Perumahan Dikebut Demi Cairkan Rp130 T dari Danantara,1
Kolaborasi Kemnaker-Kemenkop Tingkatkan Kompetensi SDM Koperasi,0
Bahlil Was-was Iran Mau Tutup Selat Hormuz: Kondisi Mengerikan,1
"RI Rampungkan Perundingan Dagang dengan Eropa, Ekspor Naik 119 Persen",0
"BRI Biayai Koperasi Pemasok Bahan MBG, Perkuat Gizi dan Ekonomi Lokal",0
Menaker Akui Perang Iran-Israel Bisa Picu PHK,1
"Jadi Komunitas Narablog Terbesar, seedbacklink Raih Rekor MURI",0
"Bantuan Subsidi Upah Rp600 Ribu Mulai Mengalir ke 2,45 Juta Pekerja",0
Mendag Ungkap Uni Eropa Pakai Isu Lingkungan Hambat Perdagangan RI,1
Penerbangan Kacau Usai Iran Serang Pangkalan Militer AS di Qatar,1
Rupiah Menguat ke Rp16.377 Dengar Sinyal Gencatan Senjata Iran-Israel,0
"Panik Iran Tutup Selat Hormuz , Trump Perintahkan DoE Geber Bor Minyak",1
Penjelasan Analis soal Harga Minyak Jatuh 7 Persen Usai Iran Rudal AS,1
Cara Cek BPJS PBI Dinonaktifkan atau Tidak Oleh Kemensos,0
3 Bahaya Intai Ekonomi RI Kalau Sampai Iran Tutup Selat Hormuz,1
IHSG Diproyeksi Kembali Merah Hari Ini,0
Harga Minyak Anjlok 6 Persen Usai Iran Serang Pangkalan AS di Qatar,1
Kemenkeu Pantau Efek Lonjakan Harga Minyak Cs Imbas Panas Timur Tengah,0
Pertamina Pastikan Semua Kapal Tanker yang Lewat Selat Hormuz Cs Aman,0
Trump Ngomel AS Kebanyakan Hari Libur Nasional: Miliaran Dolar Hilang!,1
"Bank DKI Resmi Umumkan Logo dan Call Name Baru, Bank Jakarta",0
Respons Budi Arie soal Pensiunan Himbara Bisa Masuk Kopdes Merah Putih,1
"Kopdes Merah Putih Diklaim Bisa Buka 1,6 Juta Lowongan Kerja",1
"Pembangunan IKN Masuk Fase Kedua, Lelang Mulai Akhir Juni",0
3 Pertimbangan Pemerintah Mau Revisi Aturan 'Pembunuh' Sritex Cs,1
Ekonom Prediksi Perang Iran-Israel Bisa Picu Perpecahan Anggota BRICS,1
Prabowo Bakal Resmikan 80 Ribu Kopdes Merah Putih pada 12 Juli,0
Cara Aktifkan Lagi BPJS Kelas PBI yang Telah Non Aktif,0
"IHSG Terjun 1,74 Persen ke 6.787 Usai 533 Saham Terbakar",1
Harga Minyak Dunia Diramal Tembus US$110 Jika Iran Tutup Selat Hormuz,1
Rupiah Layu ke Rp16.492 Sore Ini,1
"Uang Beredar RI Naik Jadi Rp9.406,6 T Pada Mei 2025",0
Mendag Buka Suara soal Sebab Ritel dan Mal di RI Berguguran,1
Kampus ke Industri: Digistar Connect Telkom Dukung Talenta Digital,0
Direksi Telkom Kunjungi Pelanggan dan Tinjau Infrastruktur di Surabaya,0
"MBG Baru Dinikmati 5,2 Juta Orang, Ciptakan Kerjaan Bagi 72 Ribu Jiwa",0
"Peringkat Daya Saing RI Anjlok Parah dari 27 ke 40, Kok Bisa?",1
"Pertama di Indonesia, BRI Terbitkan Social Bond Senilai Rp5 Triliun",0
halocoko Hadirkan Es Krim Halal untuk Indonesia di IIHF 2025,0
BRI Loyalty Poin Cashier 2025 Tebar Hadiah Bagi Merchant Pengguna EDC,0
"UMKM Rempah Lokal Mendunia, Labuna Bukukan Prestasi Bersama BRI",0
Prediksi Analis soal Harga Emas Setelah AS Bantu Israel Gempur Iran,1
Antisipasi Pertamina Kalau Sampai Selat Hormuz Ditutup Iran,1
"Jalan 20 Juta Barel Minyak, Ini Dampak Jika Iran Tutup Selat Hormuz",1
Tolak Angin Sajikan Keindahan Wakatobi di Mini Series 'Angin Angan',0
"7,3 Juta Peserta BPJS PBI Dinonaktifkan, Ada Apa?",1
Menaker Tegaskan Prinsip No One Left Behind Pilar Kebijakan Kerja,0
Rupiah Lesu ke Rp16.465 Imbas Ikut-ikutan Trump di Konflik Iran-Israel,1
Bank Muamalat & PosIND Luncurkan Layanan Tabungan Haji di Kantor Pos,0
"Israel-Iran Picu Minyak Naik 13 Persen, Level Tertinggi dalam 6 Bulan",1
Harga Bitcoin Cs Jatuh Usai Trump Bantu Israel Gempur Iran,1
Daftar Pilihan Saham di Tengah Kecamuk Perang Israel-Iran,1
IHSG Diprediksi Melemah Awal Pekan Ini,0
ID Survey Siap Bantu Pelaku Usaha Sertifikasi Halal Sampai ke LN,0
LPPOM Siap Bantu dan Dampingi Sertifikasi Halal Produk UMKM,0
BPJPH Tengah Susun Aturan Baru Mudahkan Sertifikasi Halal UKM,0
